1386313220 513 655 MP*1 MP*1
1386313220 3 147 2BIO2 2BIO2
1386313220 388 492 PC PC
1386313220 267 382 PC* PC*
1386313220 269 603 PC* PC*
1386313220 400 945 2BIO1 2BIO1
1386313220 279 510 MP*1 MP*1
1386313220 27 353 2BIO2 2BIO2
1386313220 285 468 PC PC
1386313220 38 243 MP MP
1386313220 171 477 2BIO2 2BIO2
1386313220 1212 1324 MP*2 MP*2
1386313220 45 48 PC PC
1386313220 687 866 MP MP
1386313220 1201 1518 MP*2 MP*2
1386313220 1201 1359 MP*2 MP*2
1386313220 502 691 MP MP
1386313220 1204 1342 MP*2 MP*2
1386313220 1204 1359 MP*2 MP*2
1386313220 181 765 PC* PC*
1386313220 826 998 PC PC
1386313220 1212 1345 MP*2 MP*2
1386313220 841 958 MP*1 MP*1
1386313220 612 886 2BIO2 2BIO2
1386313220 71 845 PC PC
1386313220 1342 1359 MP*2 MP*2
1386313220 1214 1359 MP*2 MP*2
1386313220 465 854 2BIO1 2BIO1
1386313220 89 232 PC PC
1386313220 151 866 MP MP
1386313240 513 655 MP*1 MP*1
1386313240 1260 1784 MP*2 MP*2
1386313240 1332 1412 MP*2 MP*2
1386313240 267 382 PC* PC*
1386313240 268 504 2BIO2 2BIO2
1386313240 269 603 PC* PC*
1386313240 14 176 PC* PC*
1386313240 400 945 2BIO1 2BIO1
1386313240 28 147 2BIO1 2BIO2
1386313240 151 866 MP MP
1386313240 120 285 PC PC
1386313240 27 171 2BIO2 2BIO2
1386313240 27 477 2BIO2 2BIO2
1386313240 27 327 2BIO2 2BIO2
1386313240 28 327 2BIO1 2BIO2
1386313240 177 674 2BIO1 2BIO1
1386313240 38 243 MP MP
1386313240 41 634 MP MP
1386313240 171 477 2BIO2 2BIO2
1386313240 687 866 MP MP
1386313240 1201 1518 MP*2 MP*2
1386313240 1201 1359 MP*2 MP*2
1386313240 502 691 MP MP
1386313240 1204 1336 MP*2 MP*2
1386313240 1204 1342 MP*2 MP*2
1386313240 1204 1359 MP*2 MP*2
1386313240 181 765 PC* PC*
1386313240 311 453 PC PC
1386313240 322 826 PC PC
1386313240 826 998 PC PC
1386313240 1212 1345 MP*2 MP*2
1386313240 1214 1359 MP*2 MP*2
1386313240 612 886 2BIO2 2BIO2
1386313240 1342 1359 MP*2 MP*2
1386313240 71 845 PC PC
1386313240 841 958 MP*1 MP*1
1386313240 471 970 2BIO1 2BIO1
1386313240 376 638 MP*1 MP*1
1386313240 465 854 2BIO1 2BIO1
1386313260 257 504 2BIO2 2BIO2
1386313260 258 269 PC* PC*
1386313260 3 147 2BIO2 2BIO2
1386313260 3 884 2BIO2 2BIO2
1386313260 388 492 PC PC
