1386054020 640 874 MP MP
1386054020 376 513 MP*1 MP*1
1386054020 20 513 MP*1 MP*1
1386054020 513 655 MP*1 MP*1
1386054020 115 356 PC* PC*
1386054020 388 492 PC PC
1386054020 179 196 2BIO3 2BIO3
1386054020 1238 1543 MP*2 MP*2
1386054020 252 265 2BIO3 2BIO3
1386054020 196 778 2BIO3 2BIO3
1386054020 117 778 2BIO3 2BIO3
1386054020 322 998 PC PC
1386054020 400 945 2BIO1 2BIO1
1386054020 634 658 MP MP
1386054020 196 275 2BIO3 2BIO3
1386054020 255 275 2BIO3 2BIO3
1386054020 20 958 MP*1 MP*1
1386054020 533 621 PC* PC*
1386054020 1332 1412 MP*2 MP*2
1386054020 27 173 2BIO2 2BIO2
1386054020 90 797 PSI* PSI*
1386054020 111 927 2BIO1 2BIO1
1386054020 202 545 2BIO3 2BIO3
1386054020 1594 1828 MP*2 MP*2
1386054020 376 435 MP*1 MP*1
1386054020 376 638 MP*1 MP*1
1386054020 1201 1214 MP*2 MP*2
1386054020 41 119 MP 2BIO3
1386054020 254 382 PC* PC*
1386054020 172 468 PC PC
1386054020 47 241 PSI* PSI*
1386054020 1232 1332 MP*2 MP*2
1386054020 1332 1401 MP*2 MP*2
1386054020 1332 1342 MP*2 MP*2
1386054020 54 753 MP MP
1386054020 1218 1518 MP*2 MP*2
1386054020 335 765 PC* PC*
1386054020 744 836 PC* PC*
1386054020 70 196 2BIO3 2BIO3
1386054020 333 893 PSI* PSI*
1386054020 753 866 MP MP
1386054020 201 874 MP MP
1386054020 211 242 PC PC
1386054020 122 255 2BIO3 2BIO3
1386054020 111 854 2BIO1 2BIO1
1386054020 205 894 2BIO3 2BIO3
1386054020 413 826 PC PC
1386054020 494 720 2BIO3 2BIO2
1386054020 866 874 MP MP
1386054020 638 958 MP*1 MP*1
1386054040 376 513 MP*1 MP*1
1386054040 513 655 MP*1 MP*1
1386054040 1067 1218 MP*2 MP*2
1386054040 1067 1518 MP*2 MP*2
1386054040 388 492 PC PC
1386054040 465 854 2BIO1 2BIO1
1386054040 9 48 PC PC
1386054040 400 945 2BIO1 2BIO1
1386054040 634 658 MP MP
1386054040 255 275 2BIO3 2BIO3
1386054040 196 364 2BIO3 2BIO3
1386054040 196 871 2BIO3 2BIO3
1386054040 254 382 PC* PC*
1386054040 54 151 MP MP
1386054040 274 280 MP*1 MP*1
1386054040 1332 1412 MP*2 MP*2
1386054040 27 173 2BIO2 2BIO2
1386054040 111 927 2BIO1 2BIO1
1386054040 202 545 2BIO3 2BIO3
1386054040 1594 1828 MP*2 MP*2
1386054040 1332 1828 MP*2 MP*2
1386054040 41 634 MP MP
1386054040 170 179 2BIO3 2BIO3
1386054040 205 939 2BIO3 2BIO3
1386054040 172 210 PC PC
1386054040 172 468 PC PC
1386054040 47 241 PSI* PSI*
1386054040 1201 1214 MP*2 MP*2
1386054040 179 202 2BIO3 2BIO3
1386054040 63 179 2BIO3 2BIO3
1386054040 179 199 2BIO3 2BIO3
1386054040 1212 1332 MP*2 MP*2
1386054040 181 765 PC* PC*
1386054040 54 753 MP MP
1386054040 252 265 2BIO3 2BIO3
1386054040 638 958 MP*1 MP*1
1386054040 63 199 2BIO3 2BIO3
1386054040 335 765 PC* PC*
1386054040 744 836 PC* PC*
1386054040 71 200 PC PC
1386054040 71 92 PC PC
1386054040 471 970 2BIO1 2BIO1
1386054040 333 893 PSI* PSI*
1386054040 80 468 PC PC
1386054040 211 242 PC PC
1386054040 1238 1260 MP*2 MP*2
1386054040 494 720 2BIO3 2BIO2
1386054040 753 866 MP MP
1386054040 502 869 MP MP
1386054040 106 252 2BIO3 2BIO3
1386054040 122 255 2BIO3 2BIO3
1386054060 14 256 PC* PC*
1386054060 20 513 MP*1 MP*1
1386054060 513 655 MP*1 MP*1
1386054060 388 492 PC PC
1386054060 1238 1543 MP*2 MP*2
1386054060 9 48 PC PC
1386054060 272 778 2BIO3 2BIO3
1386054060 242 791 PC PC
1386054060 634 658 MP MP
1386054060 20 958 MP*1 MP*1
1386054060 254 382 PC* PC*
1386054060 151 753 MP MP
1386054060 54 151 MP MP
1386054060 27 173 2BIO2 2BIO2
1386054060 27 327 2BIO2 2BIO2
1386054060 111 927 2BIO1 2BIO1
1386054060 202 545 2BIO3 2BIO3
1386054060 1594 1828 MP*2 MP*2
1386054060 47 241 PSI* PSI*
1386054060 41 634 MP MP
1386054060 205 939 2BIO3 2BIO3
1386054060 172 210 PC PC
1386054060 172 468 PC PC
1386054060 400 945 2BIO1 2BIO1
1386054060 492 496 PC PC
1386054060 63 179 2BIO3 2BIO3
1386054060 1212 1332 MP*2 MP*2
1386054060 54 753 MP MP
1386054060 54 866 MP MP
1386054060 252 265 2BIO3 2BIO3
1386054060 1339 1512 MP*2 MP*2
1386054060 471 970 2BIO1 2BIO1
1386054060 190 213 PC* PC*
1386054060 117 252 2BIO3 2BIO3
1386054060 488 706 PC PC
1386054060 232 706 PC PC
1386054060 335 765 PC* PC*
1386054060 196 364 2BIO3 2BIO3
1386054060 196 871 2BIO3 2BIO3
1386054060 63 199 2BIO3 2BIO3
1386054060 63 202 2BIO3 2BIO3
1386054060 333 893 PSI* PSI*
1386054060 465 854 2BIO1 2BIO1
1386054060 211 242 PC PC
1386054060 89 232 PC PC
1386054060 205 894 2BIO3 2BIO3
1386054060 92 496 PC PC
1386054060 242 480 PC PC
1386054060 612 886 2BIO2 2BIO2
1386054060 502 869 MP MP
1386054060 122 255 2BIO3 2BIO3
1386054080 20 513 MP*1 MP*1
1386054080 513 655 MP*1 MP*1
1386054080 1238 1543 MP*2 MP*2
1386054080 14 256 PC* PC*
1386054080 20 376 MP*1 MP*1
1386054080 27 372 2BIO2 2BIO2
1386054080 27 173 2BIO2 2BIO2
1386054080 202 545 2BIO3 2BIO3
1386054080 41 634 MP MP
1386054080 45 48 PC PC
1386054080 47 241 PSI* PSI*
1386054080 54 866 MP MP
1386054080 1594 1828 MP*2 MP*2
1386054080 61 720 2BIO2 2BIO2
1386054080 63 199 2BIO3 2BIO3
1386054080 89 232 PC PC
1386054080 90 797 PSI* PSI*
1386054080 90 615 PSI* PSI*
1386054080 92 496 PC PC
1386054080 92 200 PC PC
1386054080 106 117 2BIO3 2BIO3
1386054080 111 927 2BIO1 2BIO1
1386054080 1214 1324 MP*2 MP*2
1386054080 119 122 2BIO3 2BIO3
1386054080 119 255 2BIO3 2BIO3
1386054080 125 797 PSI* PSI*
1386054080 376 638 MP*1 MP*1
1386054080 653 778 2BIO3 2BIO3
1386054080 202 653 2BIO3 2BIO3
1386054080 159 874 MP MP
1386054080 172 210 PC PC
1386054080 172 468 PC PC
1386054080 1201 1324 MP*2 MP*2
1386054080 181 765 PC* PC*
1386054080 1212 1332 MP*2 MP*2
1386054080 190 213 PC* PC*
1386054080 117 494 2BIO3 2BIO3
1386054080 232 706 PC PC
1386054080 210 706 PC PC
1386054080 196 364 2BIO3 2BIO3
1386054080 196 871 2BIO3 2BIO3
1386054080 211 242 PC PC
1386054080 122 255 2BIO3 2BIO3
1386054080 232 488 PC PC
1386054080 242 791 PC PC
1386054080 252 364 2BIO3 2BIO3
1386054080 335 765 PC* PC*
1386054080 254 382 PC* PC*
1386054080 255 275 2BIO3 2BIO3
1386054080 778 939 2BIO3 2BIO3
1386054080 274 280 MP*1 MP*1
1386054080 388 492 PC PC
1386054080 1324 1828 MP*2 MP*2
1386054080 1332 1401 MP*2 MP*2
1386054080 58 836 PC* PC*
1386054080 333 893 PSI* PSI*
1386054080 465 854 2BIO1 2BIO1
1386054080 346 374 2BIO3 2BIO3
1386054080 502 869 MP MP
1386054080 376 435 MP*1 MP*1
1386054080 1401 1412 MP*2 MP*2
1386054080 400 945 2BIO1 2BIO1
1386054080 492 496 PC PC
1386054100 20 513 MP*1 MP*1
1386054100 513 655 MP*1 MP*1
1386054100 1238 1543 MP*2 MP*2
1386054100 9 448 PC PC
1386054100 27 173 2BIO2 2BIO2
1386054100 202 545 2BIO3 2BIO3
1386054100 39 871 2BIO3 2BIO3
1386054100 41 634 MP MP
1386054100 47 241 PSI* PSI*
1386054100 54 866 MP MP
1386054100 1594 1828 MP*2 MP*2
1386054100 63 179 2BIO3 2BIO3
1386054100 63 199 2BIO3 2BIO3
1386054100 70 122 2BIO3 2BIO3
1386054100 71 200 PC PC
1386054100 71 92 PC PC
1386054100 89 232 PC PC
1386054100 89 826 PC PC
1386054100 92 496 PC PC
1386054100 92 200 PC PC
1386054100 111 927 2BIO1 2BIO1
1386054100 117 494 2BIO3 2BIO3
1386054100 119 122 2BIO3 2BIO3
1386054100 125 797 PSI* PSI*
1386054100 376 638 MP*1 MP*1
1386054100 638 958 MP*1 MP*1
1386054100 131 356 PC* PC*
1386054100 159 874 MP MP
1386054100 172 468 PC PC
1386054100 173 327 2BIO2 2BIO2
1386054100 181 765 PC* PC*
1386054100 1218 1518 MP*2 MP*2
1386054100 196 346 2BIO3 2BIO3
1386054100 196 364 2BIO3 2BIO3
1386054100 211 242 PC PC
1386054100 122 255 2BIO3 2BIO3
1386054100 242 791 PC PC
1386054100 252 364 2BIO3 2BIO3
1386054100 335 765 PC* PC*
1386054100 254 382 PC* PC*
1386054100 255 275 2BIO3 2BIO3
1386054100 256 938 PC* PC*
1386054100 274 280 MP*1 MP*1
1386054100 388 492 PC PC
1386054100 1324 1828 MP*2 MP*2
1386054100 1332 1401 MP*2 MP*2
1386054100 413 826 PC PC
1386054100 1339 1512 MP*2 MP*2
1386054100 58 836 PC* PC*
1386054100 327 372 2BIO2 2BIO2
1386054100 333 893 PSI* PSI*
1386054100 465 854 2BIO1 2BIO1
1386054100 346 374 2BIO3 2BIO3
1386054100 502 869 MP MP
1386054100 376 435 MP*1 MP*1
1386054100 1401 1412 MP*2 MP*2
1386054100 400 945 2BIO1 2BIO1
1386054120 20 513 MP*1 MP*1
1386054120 513 638 MP*1 MP*1
1386054120 513 655 MP*1 MP*1
1386054120 1238 1543 MP*2 MP*2
1386054120 9 448 PC PC
1386054120 9 453 PC PC
1386054120 20 958 MP*1 MP*1
1386054120 27 173 2BIO2 2BIO2
1386054120 27 327 2BIO2 2BIO2
1386054120 202 545 2BIO3 2BIO3
1386054120 41 634 MP MP
1386054120 45 48 PC PC
1386054120 47 241 PSI* PSI*
1386054120 48 845 PC PC
1386054120 54 753 MP MP
1386054120 1594 1828 MP*2 MP*2
1386054120 63 179 2BIO3 2BIO3
1386054120 63 199 2BIO3 2BIO3
