117240,1702,1889,2B,2B
117260,1702,1889,2B,2B
117260,1739,1872,2B,2B
117280,1702,1889,2B,2B
117280,1739,1872,2B,2B
117300,1702,1889,2B,2B
117300,1739,1872,2B,2B
117320,1702,1889,2B,2B
117320,1739,1872,2B,2B
117340,1702,1889,2B,2B
117340,1739,1872,2B,2B
117360,1706,1851,2B,2B
117360,1706,1861,2B,2B
117360,1718,1887,2B,2B
117360,1739,1872,2B,2B
117360,1749,1883,2B,2B
117380,1706,1851,2B,2B
117380,1706,1861,2B,2B
117380,1718,1887,2B,2B
117380,1739,1872,2B,2B
117380,1743,1887,2B,2B
117380,1877,1890,2B,2B
117400,1702,1749,2B,2B
117400,1702,1889,2B,2B
117400,1706,1858,2B,2B
117400,1706,1861,2B,2B
117400,1708,1858,2B,2B
117400,1718,1887,2B,2B
117400,1732,1749,2B,2B
117400,1732,1889,2B,2B
117400,1739,1872,2B,2B
117400,1749,1889,2B,2B
117400,1890,1898,2B,2B
117420,1702,1889,2B,2B
117420,1706,1851,2B,2B
117420,1706,1861,2B,2B
117420,1732,1897,2B,2B
117420,1877,1890,2B,2B
117440,1704,1877,2B,2B
117440,1708,1858,2B,2B
117440,1715,1861,2B,2B
117460,1702,1889,2B,2B
117460,1706,1861,2B,2B
117460,1877,1890,2B,2B
117480,1702,1889,2B,2B
117480,1702,1897,2B,2B
117480,1706,1708,2B,2B
117480,1706,1861,2B,2B
117480,1713,1877,2B,2B
117480,1718,1855,2B,2B
117480,1732,1889,2B,2B
117480,1877,1890,2B,2B
117480,1890,1898,2B,2B
117500,1702,1889,2B,2B
117500,1702,1897,2B,2B
117500,1708,1743,2B,2B
117500,1708,1858,2B,2B
117500,1708,1898,2B,2B
117500,1718,1897,2B,2B
117500,1739,1743,2B,2B
117500,1749,1889,2B,2B
117500,1749,1897,2B,2B
117520,1702,1863,2B,2B
117520,1702,1889,2B,2B
117520,1718,1887,2B,2B
117520,1743,1889,2B,2B
117520,1872,1877,2B,2B
117540,1706,1739,2B,2B
117540,1706,1851,2B,2B
117540,1715,1851,2B,2B
117540,1718,1887,2B,2B
117540,1739,1851,2B,2B
117540,1872,1890,2B,2B
117540,1890,1898,2B,2B
117560,1706,1851,2B,2B
117560,1739,1851,2B,2B
117560,1872,1898,2B,2B
117580,1706,1715,2B,2B
117580,1706,1851,2B,2B
117580,1718,1887,2B,2B
117580,1718,1889,2B,2B
117580,1732,1897,2B,2B
117580,1749,1863,2B,2B
117600,1702,1743,2B,2B
117600,1706,1743,2B,2B
117600,1718,1855,2B,2B
117600,1749,1883,2B,2B
117600,1890,1898,2B,2B
117620,1718,1897,2B,2B
117620,1732,1897,2B,2B
117620,1749,1863,2B,2B
117640,1718,1887,2B,2B
117640,1732,1897,2B,2B
117640,1743,1861,2B,2B
117640,1877,1890,2B,2B
117660,1739,1743,2B,2B
117660,1851,1861,2B,2B
117680,1708,1855,2B,2B
117680,1718,1887,2B,2B
117680,1739,1743,2B,2B
117680,1739,1851,2B,2B
117680,1739,1855,2B,2B
117680,1743,1851,2B,2B
117680,1855,1861,2B,2B
117680,1890,1898,2B,2B
117700,1732,1897,2B,2B
117700,1739,1743,2B,2B
117700,1855,1890,2B,2B
117700,1890,1898,2B,2B
117740,1702,1854,2B,2B
117740,1702,1889,2B,2B
117740,1706,1861,2B,2B
117740,1718,1887,2B,2B
117740,1855,1890,2B,2B
117740,1890,1898,2B,2B
117760,1708,1858,2B,2B
117760,1739,1743,2B,2B
117760,1749,1863,2B,2B
117780,1739,1858,2B,2B
117780,1749,1863,2B,2B
117800,1739,1858,2B,2B
117800,1749,1863,2B,2B
117820,1739,1743,2B,2B
117820,1743,1858,2B,2B
117820,1749,1863,2B,2B
117840,1702,1854,2B,2B
117840,1706,1851,2B,2B
117840,1749,1863,2B,2B
117860,1702,1854,2B,2B
117860,1749,1863,2B,2B
117880,1702,1854,2B,2B
117880,1718,1887,2B,2B
117880,1718,1897,2B,2B
117880,1739,1743,2B,2B
117900,1702,1854,2B,2B
117900,1718,1887,2B,2B
117900,1739,1743,2B,2B
117920,1718,1887,2B,2B
117920,1749,1863,2B,2B
117940,1718,1887,2B,2B
117940,1739,1743,2B,2B
117940,1749,1863,2B,2B
117960,1739,1743,2B,2B
117960,1749,1863,2B,2B
117980,1739,1743,2B,2B
117980,1749,1863,2B,2B
118000,1706,1861,2B,2B
118000,1749,1863,2B,2B
118020,1702,1854,2B,2B
118020,1739,1743,2B,2B
118020,1749,1863,2B,2B
118040,1702,1854,2B,2B
118040,1702,1889,2B,2B
118040,1739,1743,2B,2B
118060,1702,1854,2B,2B
118060,1739,1743,2B,2B
118080,1702,1854,2B,2B
118080,1739,1743,2B,2B
118100,1739,1743,2B,2B
118120,1739,1743,2B,2B
118140,1706,1851,2B,2B
118140,1739,1743,2B,2B
118160,1702,1889,2B,2B
118180,1739,1743,2B,2B
118200,1739,1743,2B,2B
118220,1702,1889,2B,2B
118220,1739,1743,2B,2B
118240,1713,1863,2B,2B
118240,1861,1887,2B,2B
118260,1704,1713,2B,2B
118260,1713,1749,2B,2B
118260,1713,1897,2B,2B
118260,1743,1851,2B,2B
118260,1851,1887,2B,2B
118280,1702,1889,2B,2B
118280,1708,1743,2B,2B
118280,1749,1863,2B,2B
118280,1851,1887,2B,2B
118300,1706,1851,2B,2B
118300,1732,1897,2B,2B
118300,1855,1863,2B,2B
118320,1702,1854,2B,2B
118320,1706,1861,2B,2B
118320,1718,1743,2B,2B
118340,1702,1854,2B,2B
118340,1704,1713,2B,2B
118340,1706,1861,2B,2B
118340,1708,1851,2B,2B
118340,1710,1861,2B,2B
118340,1749,1883,2B,2B
118340,1855,1890,2B,2B
118340,1855,1898,2B,2B
118360,1702,1854,2B,2B
118360,1713,1855,2B,2B
118380,1704,1713,2B,2B
118380,1749,1883,2B,2B
118400,1708,1858,2B,2B
118420,1702,1854,2B,2B
118420,1704,1713,2B,2B
118420,1706,1851,2B,2B
118420,1708,1858,2B,2B
118420,1749,1863,2B,2B
118440,1704,1713,2B,2B
118440,1749,1863,2B,2B
118440,1877,1890,2B,2B
118460,1713,1863,2B,2B
118460,1749,1863,2B,2B
118500,1713,1863,2B,2B
118500,1749,1863,2B,2B
118520,1713,1863,2B,2B
118540,1702,1854,2B,2B
118540,1713,1855,2B,2B
118540,1718,1887,2B,2B
118540,1749,1863,2B,2B
118540,1855,1872,2B,2B
118560,1718,1887,2B,2B
118560,1749,1863,2B,2B
118580,1713,1863,2B,2B
118580,1718,1887,2B,2B
118600,1713,1863,2B,2B
118600,1718,1887,2B,2B
118620,1704,1713,2B,2B
118620,1713,1855,2B,2B
118620,1718,1887,2B,2B
118640,1704,1713,2B,2B
118660,1708,1743,2B,2B
118680,1704,1713,2B,2B
118700,1702,1889,2B,2B
118720,1704,1713,2B,2B
118720,1704,1877,2B,2B
118740,1708,1743,2B,2B
118760,1704,1713,2B,2B
118760,1706,1851,2B,2B
118760,1710,1861,2B,2B
118760,1732,1889,2B,2B
118780,1710,1861,2B,2B
118800,1718,1887,2B,2B
118800,1718,1897,2B,2B
118800,1732,1889,2B,2B
118820,1718,1887,2B,2B
118840,1704,1877,2B,2B
118840,1718,1887,2B,2B
118840,1718,1897,2B,2B
118860,1704,1713,2B,2B
118860,1706,1861,2B,2B
118860,1718,1887,2B,2B
118880,1704,1713,2B,2B
118880,1713,1855,2B,2B
118880,1718,1887,2B,2B
118900,1704,1713,2B,2B
118900,1718,1887,2B,2B
118920,1704,1877,2B,2B
118920,1706,1861,2B,2B
118920,1718,1887,2B,2B
118920,1872,1890,2B,2B
118920,1877,1890,2B,2B
118940,1704,1713,2B,2B
118940,1704,1877,2B,2B
118940,1713,1855,2B,2B
118960,1704,1713,2B,2B
118960,1708,1743,2B,2B
118960,1708,1858,2B,2B
118960,1713,1855,2B,2B
118960,1718,1887,2B,2B
118960,1854,1887,2B,2B
118980,1704,1713,2B,2B
118980,1708,1858,2B,2B
118980,1713,1863,2B,2B
118980,1718,1887,2B,2B
119000,1704,1713,2B,2B
119000,1708,1851,2B,2B
119000,1708,1858,2B,2B
119000,1718,1887,2B,2B
119000,1739,1872,2B,2B
119020,1704,1713,2B,2B
119020,1708,1858,2B,2B
119020,1713,1863,2B,2B
119020,1718,1887,2B,2B
119020,1739,1872,2B,2B
119020,1743,1861,2B,2B
119040,1704,1713,2B,2B
119040,1708,1743,2B,2B
119040,1708,1858,2B,2B
119040,1743,1861,2B,2B
119060,1708,1858,2B,2B
119060,1718,1887,2B,2B
119060,1877,1890,2B,2B
119080,1706,1851,2B,2B
119080,1718,1887,2B,2B
119080,1890,1898,2B,2B
119100,1704,1713,2B,2B
119100,1708,1718,2B,2B
119100,1708,1858,2B,2B
119100,1713,1863,2B,2B
119100,1718,1851,2B,2B
119100,1854,1887,2B,2B
119120,1704,1713,2B,2B
119120,1706,1718,2B,2B
119120,1713,1749,2B,2B
119140,1708,1858,2B,2B
119140,1713,1749,2B,2B
119140,1718,1889,2B,2B
119140,1877,1890,2B,2B
119160,1704,1713,2B,2B
119160,1713,1749,2B,2B
