31240,1741,1820,3A,3A
31240,1809,1822,3A,3A
31260,1741,1820,3A,3A
31300,1809,1822,3A,3A
31340,1723,1809,3A,3A
31340,1723,1822,3A,3A
31340,1809,1822,3A,3A
31360,1723,1822,3A,3A
31380,1723,1822,3A,3A
31380,1741,1782,3A,3A
31380,1741,1801,3A,3A
31400,1723,1822,3A,3A
31400,1748,1822,3A,3A
31480,1723,1822,3A,3A
31520,1723,1809,3A,3A
31520,1723,1822,3A,3A
31520,1809,1822,3A,3A
31560,1723,1822,3A,3A
31560,1809,1822,3A,3A
31620,1723,1822,3A,3A
31640,1723,1822,3A,3A
31660,1723,1822,3A,3A
31680,1714,1763,3A,3A
31680,1723,1822,3A,3A
31680,1741,1820,3A,3A
31720,1723,1809,3A,3A
31720,1809,1822,3A,3A
31740,1723,1822,3A,3A
31780,1723,1822,3A,3A
31800,1714,1763,3A,3A
31800,1714,1843,3A,3A
31800,1723,1822,3A,3A
31800,1809,1822,3A,3A
31840,1723,1809,3A,3A
31840,1809,1822,3A,3A
31860,1723,1822,3A,3A
31880,1723,1822,3A,3A
31900,1723,1822,3A,3A
31920,1714,1763,3A,3A
31940,1741,1820,3A,3A
31960,1714,1763,3A,3A
31960,1723,1822,3A,3A
31980,1723,1822,3A,3A
32000,1714,1763,3A,3A
32000,1723,1822,3A,3A
32000,1809,1822,3A,3A
32020,1723,1822,3A,3A
32040,1723,1822,3A,3A
32060,1741,1782,3A,3A
32060,1741,1800,3A,3A
32080,1714,1859,3A,3A
32080,1795,1909,3A,3A
32100,1820,1838,3A,3A
32120,1782,1801,3A,3A
32140,1714,1795,3A,3A
32140,1722,1748,3A,3A
32140,1737,1909,3A,3A
32140,1738,1780,3A,3A
32140,1748,1801,3A,3A
32140,1782,1801,3A,3A
32160,1738,1780,3A,3A
32180,1737,1909,3A,3A
32180,1738,1780,3A,3A
32240,1719,1809,3A,3A
32240,1723,1809,3A,3A
32240,1737,1909,3A,3A
32320,1719,1843,3A,3A
32320,1737,1738,3A,3A
32340,1723,1809,3A,3A
32340,1737,1780,3A,3A
32360,1723,1809,3A,3A
32360,1738,1909,3A,3A
32380,1723,1809,3A,3A
32400,1723,1809,3A,3A
32420,1723,1809,3A,3A
32440,1719,1859,3A,3A
32440,1723,1809,3A,3A
32460,1720,1737,3A,3A
32460,1723,1809,3A,3A
32460,1737,1780,3A,3A
32480,1714,1795,3A,3A
32480,1737,1780,3A,3A
32500,1723,1809,3A,3A
32500,1737,1780,3A,3A
32520,1723,1809,3A,3A
32560,1801,1843,3A,3A
32580,1722,1833,3A,3A
32580,1723,1809,3A,3A
32600,1723,1809,3A,3A
32640,1723,1809,3A,3A
32720,1723,1809,3A,3A
32740,1723,1809,3A,3A
32740,1737,1909,3A,3A
32740,1741,1843,3A,3A
32780,1737,1909,3A,3A
32780,1738,1909,3A,3A
32800,1737,1909,3A,3A
32820,1737,1780,3A,3A
32820,1737,1909,3A,3A
32820,1738,1909,3A,3A
32820,1820,1833,3A,3A
32840,1723,1801,3A,3A
32840,1723,1843,3A,3A
32840,1737,1909,3A,3A
32840,1820,1833,3A,3A
32860,1820,1833,3A,3A
32880,1737,1909,3A,3A
32900,1737,1909,3A,3A
32900,1820,1833,3A,3A
32920,1782,1859,3A,3A
32920,1820,1833,3A,3A
32940,1714,1795,3A,3A
32940,1723,1809,3A,3A
32940,1737,1909,3A,3A
32940,1820,1833,3A,3A
32960,1723,1809,3A,3A
32980,1723,1809,3A,3A
32980,1737,1909,3A,3A
33000,1723,1809,3A,3A
33000,1737,1909,3A,3A
33040,1723,1809,3A,3A
33040,1780,1909,3A,3A
33060,1719,1843,3A,3A
33060,1723,1809,3A,3A
33100,1723,1809,3A,3A
33160,1801,1822,3A,3A
33180,1723,1809,3A,3A
33180,1741,1843,3A,3A
33200,1723,1809,3A,3A
33200,1741,1843,3A,3A
33240,1723,1809,3A,3A
33260,1782,1859,3A,3A
33260,1795,1859,3A,3A
33280,1719,1820,3A,3A
33280,1723,1809,3A,3A
33280,1782,1859,3A,3A
33300,1719,1782,3A,3A
33300,1719,1833,3A,3A
33300,1719,1859,3A,3A
33300,1723,1809,3A,3A
33320,1719,1748,3A,3A
33320,1723,1809,3A,3A
33320,1782,1859,3A,3A
33340,1719,1859,3A,3A
33340,1723,1809,3A,3A
33340,1741,1843,3A,3A
33340,1782,1859,3A,3A
33360,1719,1748,3A,3A
33360,1723,1809,3A,3A
33360,1782,1859,3A,3A
33380,1723,1809,3A,3A
33380,1782,1859,3A,3A
33400,1719,1748,3A,3A
33400,1782,1859,3A,3A
33420,1723,1809,3A,3A
33440,1719,1748,3A,3A
33520,1719,1809,3A,3A
33520,1723,1809,3A,3A
33520,1782,1859,3A,3A
33540,1782,1859,3A,3A
33560,1719,1748,3A,3A
33580,1714,1795,3A,3A
33580,1722,1833,3A,3A
33600,1719,1843,3A,3A
33600,1820,1833,3A,3A
33620,1720,1909,3A,3A
33620,1723,1809,3A,3A
33640,1723,1809,3A,3A
33660,1720,1909,3A,3A
33660,1723,1809,3A,3A
33680,1719,1741,3A,3A
33680,1720,1909,3A,3A
33680,1723,1809,3A,3A
33680,1782,1859,3A,3A
33700,1720,1909,3A,3A
33700,1737,1738,3A,3A
33720,1719,1809,3A,3A
33720,1719,1843,3A,3A
33720,1720,1909,3A,3A
33720,1809,1843,3A,3A
33740,1720,1909,3A,3A
33740,1782,1859,3A,3A
33760,1720,1909,3A,3A
33760,1741,1843,3A,3A
33760,1782,1859,3A,3A
33780,1723,1809,3A,3A
33780,1738,1780,3A,3A
33800,1723,1809,3A,3A
33800,1737,1738,3A,3A
33820,1714,1795,3A,3A
33820,1782,1859,3A,3A
33840,1782,1859,3A,3A
33840,1800,1838,3A,3A
33860,1720,1909,3A,3A
33860,1723,1809,3A,3A
33860,1737,1909,3A,3A
33880,1714,1795,3A,3A
33880,1782,1859,3A,3A
33900,1737,1909,3A,3A
33900,1748,1833,3A,3A
33920,1714,1859,3A,3A
33920,1741,1843,3A,3A
33920,1748,1833,3A,3A
33940,1737,1738,3A,3A
33980,1720,1909,3A,3A
34000,1720,1909,3A,3A
34000,1748,1833,3A,3A
34020,1719,1843,3A,3A
34020,1720,1909,3A,3A
34020,1748,1833,3A,3A
34040,1720,1909,3A,3A
34040,1748,1833,3A,3A
34060,1737,1738,3A,3A
34060,1738,1909,3A,3A
34080,1719,1843,3A,3A
34080,1723,1809,3A,3A
34080,1737,1738,3A,3A
34080,1833,1859,3A,3A
34100,1719,1843,3A,3A
34100,1748,1833,3A,3A
34120,1719,1843,3A,3A
34120,1748,1833,3A,3A
34120,1809,1843,3A,3A
34140,1719,1843,3A,3A
34140,1737,1909,3A,3A
34160,1719,1843,3A,3A
34160,1720,1909,3A,3A
34180,1720,1909,3A,3A
34180,1722,1820,3A,3A
34180,1737,1738,3A,3A
34180,1795,1859,3A,3A
34200,1722,1833,3A,3A
34200,1737,1909,3A,3A
34220,1763,1833,3A,3A
34240,1719,1782,3A,3A
34240,1719,1843,3A,3A
34240,1723,1809,3A,3A
34240,1737,1909,3A,3A
34240,1782,1859,3A,3A
34260,1719,1843,3A,3A
34260,1723,1809,3A,3A
34260,1809,1843,3A,3A
34280,1719,1843,3A,3A
34280,1782,1859,3A,3A
34300,1719,1843,3A,3A
34300,1723,1809,3A,3A
34320,1719,1843,3A,3A
34320,1723,1809,3A,3A
34320,1795,1859,3A,3A
34340,1723,1809,3A,3A
34340,1737,1843,3A,3A
34340,1795,1859,3A,3A
34360,1719,1843,3A,3A
34380,1719,1843,3A,3A
34420,1782,1859,3A,3A
34440,1719,1843,3A,3A
34440,1782,1859,3A,3A
34460,1782,1859,3A,3A
34460,1809,1843,3A,3A
34480,1782,1859,3A,3A
34480,1795,1859,3A,3A
